timestamp,cpu_usage,memory_usage,disk_usage,network_io,pod_status,node_status,latency_ms,error_rate,logs_anomalies,issue
2025-03-01 00:00:00,40.03600520270531,36.53013058692156,71.28328571255456,675.6266163971792,8,4,247.1865965197552,2.936179985885539,79.20268604703185,Pod Failure
2025-03-01 00:01:00,91.97918837794596,38.09285491082179,34.112321645075816,414.71061159703146,3,4,274.095617437877,11.091808586372322,7.668965734358553,Resource Exhaustion
2025-03-01 00:02:00,69.53751155429352,16.883991578542435,43.02839323461271,956.5655202907997,0,0,422.36094433867646,14.316969460932718,84.65044085811458,Network Issue
2025-03-01 00:03:00,57.57366646644263,57.72061841290853,69.56927312753125,223.39029149359712,2,3,355.6641605728734,16.4321952100185,0.0,Pod Failure
2025-03-01 00:04:00,19.435563461583822,49.61714690135291,53.26640313994224,560.5595387225333,2,4,430.0134278686174,5.451315688777308,82.36013599287097,Pod Failure
2025-03-01 00:05:00,13.51120166271857,80.27416917695159,74.83461397032308,717.2567106269934,7,0,289.0345025067404,5.912211004797008,5.658970172099428,Pod Failure
2025-03-01 00:06:00,6.479481937459427,12.217187132465831,88.00364477745303,857.9393623429115,4,0,64.20179379242308,15.07003284524646,67.50214252399115,No Issue
2025-03-01 00:07:00,82.57106882984736,63.939306267049034,23.085986040726674,425.4367520381341,4,2,152.38837097616846,10.385393221160216,5.758238658380135,Pod Failure
2025-03-01 00:08:00,61.618358577570554,65.10017971031122,72.96508336206116,740.3518478775355,0,2,66.21166287763424,7.8572185734231,50.087741302166414,No Issue
2025-03-01 00:09:00,67.83789303128377,67.5879675833161,29.467096566578345,306.3628606746632,6,0,172.1380948634579,4.4036319098398735,49.58243585499378,No Issue
2025-03-01 00:10:00,6.931185748798687,76.81107080352362,50.31596797064652,431.44361494798835,7,0,241.98178225278767,8.224737066733411,61.548559979371916,Resource Exhaustion
2025-03-01 00:11:00,92.78308059322124,71.57528875111188,24.686815438101345,953.7679754544297,4,3,117.60280204941452,14.109796337310366,37.74410620612834,Resource Exhaustion
2025-03-01 00:12:00,76.56186896503793,79.6128581627832,22.958199303655967,1006.591052246443,9,4,243.92905523708168,10.097999034891469,62.56508805632018,Resource Exhaustion
